,0,1
6011,225323265,225891691
6012,224716311,224976568
6013,225274763,225659181
6014,1984268,224963240
6015,224681289,224681300
6016,142986683,225681854
6017,224765196,224765199
6018,223979228,13041648
6019,223890352,223890411
6020,223945385,225867527
6021,223877089,224239443
6022,224696686,161075828
6023,224682188,224256962
6024,224681954,224681952
6025,225275113,225349118
6026,225054740,225054966
6027,224243757,224243760
6028,225050039,225050036
6029,224967518,97476806
6030,139403793,224976564
6031,225046267,225328459
6032,225071077,225927775
6033,224658401,192480645
6034,224634003,225876186
6035,224243738,224243741
6036,24269083,226469984
6037,225015842,225015528
6038,852232,225320725
6039,223936449,191163643
6040,224651653,225280203
6041,225021636,225021034
6042,223883031,97581568
6043,224967117,225670566
6044,225066023,2897108
6045,224213283,182504394
6046,131212806,158630011
6047,225275430,225895595
6048,224746325,139420884
6049,224229128,225055202
6050,225021958,225263498
6051,224764853,224764938
6052,25306105,225314089
6053,223945085,225694055
6054,224670676,224670679
6055,224748067,105866216
6056,224694139,224970225
6057,225274767,225274763
6058,808409,225314089
6059,72003783,224247193
6060,224683068,225908807
6061,202252590,224694547
6062,13041648,225877514
6063,154020050,154020054
6064,91677396,225015528
6065,36438817,225314089
6066,4516375,224196255
6067,224252995,97698659
6068,192054018,183098036
6069,224196210,224195870
6070,224239443,105866224
6071,104499841,225961684
6072,225323275,225323272
6073,223874943,147728660
6074,183081223,225341807
6075,225314089,152972006
6076,978887,224195870
6077,224232981,224681964
6078,224689998,225051452
6079,223933091,224254822
6080,224716017,77660680
6081,81388510,225274467
6082,101617007,224213627
6083,225050029,225675108
6084,224714470,225898872
6085,223975100,40650473
6086,225659873,225892053
6087,224678399,224678402
6088,225890382,225892476
6089,59052396,224976809
6090,140533595,109937786
6091,845723,225659194
6092,224282218,224282210
6093,223964553,214122424
6094,224200744,224200541
6095,225007287,225320677
6096,65384440,225065638
6097,224746879,225061672
6098,11252891,225681854
6099,185839004,225349077
6100,225891669,225891677
6101,224763990,225320677
6102,224977087,183051013
6103,224745586,204579055
6104,20601381,224196591
6105,225671235,150749831
6106,224765150,225699554
6107,131241024,224764850
6108,185839004,225333860
6109,224964947,90191565
6110,225050695,225910825
6111,224967509,97476806
6112,224196217,224196213
6113,115477156,225687035
6114,225069847,225069846
6115,225703427,225703422
6116,224765146,224765150
6117,225274467,225659181
6118,224650820,225659873
6119,224669329,224669325
6120,845723,225659181
6121,224212613,225068972
6122,223883193,106301742
6123,225004790,225055202
6124,225043620,225043616
6125,224250961,225068317
6126,224282210,224718503
6127,224207961,224207959
6128,226384200,225715282
6129,106765077,225694064
6130,224213364,225987234
6131,224247911,224247907
6132,225687036,225687026
6133,31407056,225876186
6134,225675075,225675072
6135,134009152,149477033
6136,106437667,225687026
6137,109201937,95626514
6138,25303613,225959951
6139,224641218,225877508
6140,225019958,225051105
6141,1452053,225268013
6142,225068972,156109700
6143,224672847,224672842
6144,84624075,225320725
6145,224677858,225275772
6146,225282808,225282817
6147,224970725,107838518
6148,225054480,225333852
6149,224681970,224682166
6150,225692535,225867271
6151,224964947,225286997
6152,225071134,225675108
6153,224681046,224681039
6154,25090315,224196591
6155,223883300,224252863
6156,224669499,224669503
6157,224967114,103300041
6158,224688347,194663345
6159,224247894,224748960
6160,138540339,226384949
6161,62165576,104448077
6162,225061672,225335351
6163,224970784,225970313
6164,224753581,225072185
6165,224209464,224209463
6166,224195569,224195250
6167,225047115,225342035
6168,224753581,225670005
6169,8960778,121657803
6170,8899631,121655393
6171,121343402,14332915
6172,121275284,121654928
6173,8940081,8960793
6174,118263514,125107934
6175,8905202,8905191
6176,121654916,121654915
6177,121657594,121657592
6178,121373656,121657239
6179,9006240,9006060
6180,8961743,8960793
6181,8865427,121644236
6182,121384304,121743447
6183,121657239,121657231
6184,121855469,121855456
6185,8967429,8966818
6186,8905181,8939825
6187,88620017,121878091
6188,121657376,121743521
6189,81700227,121879716
6190,121388158,134777896
6191,8900312,8899631
6192,8946996,8946985
6193,8940075,8939825
6194,8997748,8997717
6195,8963736,8963205
6196,121743499,121743514
6197,8996312,8996311
6198,8890402,121657231
6199,8991382,8991369
6200,121730359,121855456
6201,121420338,122067230
6202,2534,121654946
6203,8900322,8900313
6204,9006859,121654848
6205,121388153,118269644
6206,121390014,121603995
6207,9434137,121654915
6208,121654935,121761441
6209,121634257,121627673
6210,83774854,9676808
6211,83774854,14332915
6212,121657241,121657231
6213,121711043,121849907
6214,121329376,121657242
6215,8862983,15457573
6216,121352916,19301508
6217,121655382,75578835
6218,121553630,121674842
6219,121382310,121442921
6220,8963763,121802214
6221,121295153,7220387
6222,121624550,14754150
6223,121264357,122346099
6224,8905191,121655420
6225,8968991,121655393
6226,121382310,117764195
6227,121657453,85577560
6228,121604189,121655032
6229,8841831,121711061
6230,121300541,111837263
6231,121655018,121800939
6232,121387844,87921635
6233,121654918,121654915
6234,8900322,8963205
6235,8905181,8905170
6236,121655229,121655226
6237,8855512,8855510
6238,32296711,15457573
6239,121711616,121744213
6240,121657242,121657231
6241,121310862,118272352
6242,121553634,121553630
6243,121391281,134779682
6244,9008375,135047909
6245,121314808,118269644
6246,8960989,7220387
6247,121393271,121984458
6248,9006859,9006856
6249,8865428,8865427
6250,9001922,9001915
6251,26672423,14754150
6252,8967439,8966818
6253,8900313,121655239
6254,121298340,121655382
6255,8963754,121655032
6256,4073211,121801458
6257,121802252,121879716
6258,8905191,121656626
6259,121379142,134775155
6260,8962207,111837263
6261,121654915,121744839
6262,121379113,121711016
6263,2534,121674867
6264,8960793,81434274
6265,8905200,8905191
6266,8940091,121657231
6267,121314808,121655420
6268,121657454,121855456
6269,121657454,121657453
6270,121655034,121655032
6271,2534,8939825
6272,9657713,121879716
6273,121445383,9006240
6274,121275110,121654928
6275,121657437,121657436
6276,121264353,71659778
6277,94374023,8905181
6278,121366950,121604189
6279,8983814,8983102
6280,8960989,8960793
6281,121743413,15457573
6282,121298641,7220387
6283,121310862,121657360
6284,121378779,121654916
6285,121657231,121879716
6286,8841505,121603995
6287,51148438,121657474
6288,8867912,121657489
6289,8991672,8991662
6290,8962856,9001339
6291,121657197,121743490
6292,8889664,8889651
6293,121393338,71704021
6294,7220387,121657242
6295,64394437,121743442
6296,111837263,121655229
6297,9011822,71671025
6298,8964753,8963763
6299,121743413,121744736
6300,8963754,121654959
6301,15927887,121657477
6302,8968994,9605829
6303,121743499,117764195
6304,83774854,121730124
6305,121674614,121674678
6306,121391281,121743447
6307,8954123,121644241
6308,121657391,118263505
6309,121298641,121634257
6310,121657491,121657489
6311,107598150,121655236
6312,121298042,8900322
6313,4073211,121743917
6314,121800866,121855456
6315,121657360,121855456
6316,9001922,118274120
6317,118272473,121442921
6318,121654928,121761441
6319,8866987,121655393
6320,118273663,121603995
6321,121553634,17395983
6322,121275815,121744682
6323,88618910,121711075
6324,4073211,121657197
6325,121657316,121744839
6326,121711048,121711043
6327,9434112,121802252
6328,111837263,121657239
6329,7220387,121655393
6330,8855510,121744213
6331,121655420,121674614
6332,8939832,8939825
6333,121657240,121657231
6334,121772396,121879716
6335,121655383,75578835
6336,121657360,121657359
6337,8983814,121657231
6338,8889667,121761441
6339,8889654,8889651
6340,8940081,8939825
6341,8892442,121744682
6342,8889651,121744839
6343,8923154,8922692
6344,19301508,7679807
6345,8962205,8960793
6346,121761227,121855456
6347,121367653,121634257
6348,8962207,8960793
6349,121298048,111837263
6350,121388158,121657350
6351,8962856,8962842
6352,121743447,118269896
6353,121711061,121849915
6354,121298347,8900312
6355,8960576,121644244
6356,18299445,121744682
6357,8889654,8954123
6358,8963754,8963205
6359,88649615,121743521
6360,8900322,8940091
6361,121553581,121744213
6362,45199502,8866987
6363,121393271,121657391
6364,8947023,8947018
6365,121299461,7220387
6366,121265678,121657377
6367,14754360,121711376
6368,9869152,121879716
6369,8922733,8922692
6370,8948844,8948841
6371,121849906,118269896
6372,121298655,8968994
6373,118263507,121603995
6374,8963205,121802220
6375,121295153,121657239
6376,17395983,32365381
6377,121655032,121800939
6378,94160167,94769285
6379,94066142,94628333
6380,94502848,98772327
6381,94339214,94648557
6382,94064957,94193690
6383,94133354,94133351
6384,98748966,94683776
6385,94198267,94333107
6386,98755944,98755950
6387,94193996,94333471
6388,94356009,94674262
6389,94408300,98755944
6390,94195472,94497346
6391,94217408,94217390
6392,94498576,98752636
6393,94439448,96576418
6394,94199924,94332214
6395,94123315,97228962
6396,94061104,94497680
6397,94336915,94336908
6398,94047184,94610653
6399,94041751,32892107
6400,94199285,94331678
6401,94122665,110752592
6402,94063776,94196173
6403,94114719,94610653
6404,94207264,94515715
6405,96545938,98647439
6406,94048575,94552347
6407,94419251,98800013
6408,94469413,94605189
6409,94331687,94496910
6410,94431409,96576418
6411,94209304,94209049
6412,94531039,94662182
6413,94198080,94382309
6414,94625365,94621528
6415,94335940,98789180
6416,94299099,94299098
6417,94199662,40080931
6418,98748578,98748966
6419,94531279,94669112
6420,55089960,94453841
6421,94452935,96576418
6422,94454219,94454217
6423,94124707,94348441
6424,94038328,94723368
6425,94429903,99363541
6426,94207564,94675199
6427,94430355,96576418
6428,94502661,94671439
6429,26621682,98740569
6430,94552052,94552307
6431,94527610,98740579
6432,94028241,94634448
6433,94377626,98789180
6434,94501827,39261949
6435,94671185,94671179
6436,94040578,55054318
6437,94487269,98428159
6438,94159319,94621528
6439,94199550,40084072
6440,94460758,55089967
6441,94066425,94193982
6442,94553940,98744932
6443,94133327,94133318
6444,94305104,94654352
6445,94291177,94357592
6446,98751339,98750978
6447,94196138,40080931
6448,40084072,94332516
6449,94348128,94621528
6450,94119288,94361886
6451,94199271,94332321
6452,94194009,94194003
6453,94209304,94406028
6454,94194725,94504743
6455,94613571,94610653
6456,94203286,94610653
6457,53426609,96562913
6458,39282289,94669112
6459,94474183,94634448
6460,94195472,94382309
6461,94332532,94498581
6462,94335940,94515652
6463,94556945,96576418
6464,94502661,111031010
6465,94331678,39273023
6466,55054318,94591240
6467,94497282,98754471
6468,94332527,94492450
6469,94331506,94420947
6470,94197655,94197653
6471,94047184,94605189
6472,96566618,98743028
6473,94194923,94331506
6474,94193982,32688195
6475,94197663,94333457
6476,96415196,94769285
6477,94301125,94453841
6478,94494955,98751339
6479,94175517,94621528
6480,94377640,98624058
6481,94431960,94431956
6482,94650068,94648557
6483,38952609,94198269
6484,94122665,94348441
6485,94056656,94142929
6486,94067430,94203935
6487,94047163,94634448
6488,39254182,94332305
6489,94671439,98743696
6490,94365957,98749295
6491,94365447,98743234
6492,94499859,94669104
6493,94048575,94621528
6494,98748975,98754039
6495,55054318,98696644
6496,94454217,99228299
6497,94084520,55054318
6498,93992198,94493850
6499,96566026,98802360
6500,94133327,94509973
6501,94196507,94492530
6502,94443927,94443923
6503,94510189,94509973
6504,94047184,94613643
6505,94336908,94382651
6506,94173734,17199755
6507,96571375,94766881
6508,94062265,94197655
6509,94670962,98609657
6510,94476022,94615360
6511,94668707,32688195
6512,94123375,94382854
6513,94476022,94605189
6514,94430325,96576418
6515,96562913,98740569
6516,94498322,94672013
6517,94121630,94332314
6518,98631120,98743696
6519,93992193,94196810
6520,94497562,98744555
6521,94116194,94207264
6522,94299098,98740579
6523,93995240,96459848
6524,94474183,94628333
6525,94064641,94192805
6526,94497352,94672013
6527,94164794,94662199
6528,94487269,94669716
6529,94372063,94669716
6530,94318979,96562422
6531,96454008,96541462
6532,94187410,94610653
6533,94332046,94497881
6534,94196173,94331678
6535,94503105,98800013
6536,94086869,94440477
6537,94502858,96566262
6538,94335919,94429903
6539,94491609,98742375
6540,94431972,96576418
6541,94381422,98641643
6542,94184328,94365618
6543,94336555,98774367
6544,94111407,97228962
6545,94176074,94621528
6546,94503635,98747140
6547,94167767,94324993
6548,98648838,98495065
6549,94460756,55089967
6550,94460554,94460551
6551,94009130,94133353
6552,94462548,94462541
6553,94375329,94669716
6554,94047163,94613643
6555,94196491,94568779
6556,94605757,94605189
6557,94504280,98748975
6558,94635435,94634448
6559,94367886,94723368
6560,94199278,94199271
6561,98643161,98744467
6562,94203935,94788612
6563,94499232,98754463
6564,94515863,96571375
6565,94408298,96566924
6566,94381145,96576418
6567,94334060,94499859
6568,94705894,99222002
6569,94090749,94705894
6570,96541462,98752951
6571,94441915,96576418
6572,94028247,94648557
6573,94207560,94207555
6574,94502666,94502661
6575,94189129,96564456
6576,94156716,94610653
6577,94672570,94672399
6578,94331377,94531279
6579,94217196,98730786
6580,94060311,94294846
6581,96544891,98619867
6582,98756748,98756741
6583,94197648,94197645
6584,94300898,94300571
6585,93994238,94300898
6586,94653855,96562422
6587,94060050,94195479
6588,94653109,94783375
6589,94430337,99363541
6590,94431962,94431956
6591,98754039,98754463
6592,94294846,94357592
6593,94332214,94504551
6594,94198986,94331503
6595,94074566,94515391
6596,94334458,94334440
6597,94207579,94207564
6598,94333467,94333457
6599,94133119,94357592
6600,94334055,94499704
6601,94206002,94348441
6602,94056648,94144492
6603,94434990,96576418
6604,96566924,96566629
6605,94515710,94515663
6606,94440687,94732364
6607,17199755,94665929
6608,94119403,94375436
6609,94539856,94670962
6610,94034891,32892107
6611,94345721,94530422
6612,94066425,94769285
6613,94217371,94217370
6614,94225814,98788299
6615,94365952,98752607
6616,94186440,94371544
6617,94119020,94375436
6618,94123375,94788612
6619,94299574,98740569
6620,94048575,94615360
6621,94469413,94628333
6622,98749005,94749781
6623,94331377,94492655
6624,94129523,94453841
6625,94332516,94490656
6626,94189346,98734847
6627,94382309,98748966
6628,94061412,94577758
6629,94175329,94429903
6630,94192366,94192349
6631,94348441,17199755
6632,94047184,94640561
6633,94439441,96576418
6634,94197676,94580977
6635,94672011,94672008
6636,94676189,98631120
6637,94054558,94192366
6638,94056146,94199278
6639,98648836,98648838
6640,94133065,94580977
6641,96359126,94365934
6642,93990407,94131626
6643,94115652,94566516
6644,94133297,94133294
6645,94175329,14740268
6646,94077140,94519650
6647,94028236,94615360
6648,94487269,63581927
6649,94028245,94628333
6650,94088098,94217373
6651,40078953,94132978
6652,94378443,96576418
6653,94152731,94152728
6654,94047163,94628333
6655,94476022,94640561
6656,94174540,115070768
6657,94200151,94199924
6658,94197676,94303927
6659,94216964,94668707
6660,94521046,94336915
6661,95881733,94755326
6662,94115626,94121630
6663,94198281,94198273
6664,94469413,94640561
6665,94174753,94174202
6666,94074324,94207560
6667,94515663,94669104
6668,98626746,99222756
6669,94677919,94677911
6670,94332314,94492657
6671,94653821,63581927
6672,94300555,96549984
6673,94815088,94732364
6674,94048575,94628333
6675,94495989,98747504
6676,94492430,98772327
6677,94334464,94334440
6678,16142216,98752917
6679,32892107,94487269
6680,94653109,98618199
6681,94542331,94653821
6682,98754463,98754471
6683,94372063,96566230
6684,94440025,96576418
6685,94133342,94533578
6686,94211089,94211086
6687,94056673,94197678
6688,94672011,98746811
6689,94453526,98747140
6690,94209946,94561998
6691,94322492,94621528
6692,94504736,94584446
6693,94515711,94552052
6694,94673127,98759673
6695,94062430,94192805
6696,94174204,94174202
6697,94672399,98631120
6698,94435082,96576418
6699,94331206,94372063
6700,94047163,94605189
6701,94009138,94198056
6702,94334440,94788612
6703,94217366,32688195
6704,94658603,84370891
6705,94211086,96573736
6706,94196491,94495628
6707,94123734,94336908
6708,94047163,94615360
6709,94635957,94634448
6710,94208736,94509571
6711,94174540,94367886
6712,94430996,96576418
6713,94498901,94671576
6714,94498314,98609652
6715,94476022,94628333
6716,94561090,98759673
6717,40381920,94365957
6718,94495623,98772327
6719,94328965,94500456
6720,94672770,94857147
6721,94768402,94671433
6722,94207555,94335940
6723,94676189,98620149
6724,94673129,94673127
6725,94076407,94184312
6726,94357873,94823359
6727,94048575,98623628
6728,94135463,94476776
6729,93998130,98616628
6730,94474183,94640561
6731,96566248,96566241
6732,94504736,94504604
6733,94460753,55089967
6734,94361886,94654120
6735,94047184,94628333
6736,94195479,94195476
6737,94510175,94509973
6738,94332321,94504604
6739,94495675,94495628
6740,96566617,94660913
6741,94198269,94198267
6742,94494973,98752607
6743,13293290,94669716
6744,94653855,94653854
6745,94004160,94121099
6746,96566629,98746806
6747,26621682,94665929
6748,94429898,96576418
6749,94174202,98637064
6750,94199105,94198986
6751,94318673,17199755
6752,94498636,98746811
6753,93990115,96461410
6754,94057174,96454008
6755,94494006,94493855
6756,94211147,94211142
6757,94157046,94675206
6758,94217390,94500456
6759,94299892,94552029
6760,94186348,94648557
6761,94452952,96562422
6762,94199108,94332521
6763,96566275,94672011
6764,94056229,94194009
6765,94377647,94590862
6766,94662189,94662182
6767,94474183,94610653
6768,94431200,32688195
6769,94088091,94211086
6770,94633285,94628333
6771,94335741,94515652
6772,96566230,94672570
6773,94157821,96573736
6774,94494973,98800464
6775,94325826,94648557
6776,94408285,96566021
6777,94377647,94377640
6778,94440477,94732364
6779,94051990,94167767
6780,94381433,94381422
6781,94186348,94621528
6782,94344475,17199755
6783,94341381,94367656
6784,94207250,94335932
6785,94348124,94420111
6786,94519457,94665929
6787,94194933,94194923
6788,94207229,94515863
6789,94299574,94654156
6790,98749295,94760412
6791,40080931,94499245
6792,94672008,98744998
6793,94514322,94672934
6794,94057651,94199288
6795,94673129,98759673
6796,94355493,94357592
6797,40383948,94196474
6798,94497346,94749781
6799,94064957,98588730
6800,94591240,94679915
6801,93992163,94182601
6802,94398100,94654488
6803,99249816,99249813
6804,94672399,98752917
6805,94672013,98751939
6806,94195476,94331377
6807,94453536,96576418
6808,94552307,98648836
6809,94654352,43287691
6810,94647669,94640561
6811,98793987,94683771
6812,94199851,94333808
6813,94154127,94591039
6814,94752341,94710093
6815,94642680,94640561
6816,94502530,99258608
6817,96564456,94658603
6818,94111407,94133342
6819,94336555,94336466
6820,94436228,94653821
6821,94431973,96576418
6822,94059819,94193690
6823,96566026,94752341
6824,94194003,94332527
6825,94116196,94116194
6826,94008636,94575798
6827,94498319,98745699
6828,39273023,96566026
6829,94434997,96576418
6830,94515391,94755962
6831,94217370,94676186
6832,94198267,94498571
6833,94374003,96574386
6834,94652970,94652965
6835,94186440,94621528
6836,94198273,94504743
6837,94654488,98751916
6838,94198085,94198080
6839,55089960,97703237
6840,94561090,94673129
6841,94539682,96566262
6842,94375436,96544288
6843,98751928,94749782
6844,94173734,94500456
6845,94194732,94579943
6846,94133065,94381422
6847,94140891,94331687
6848,94474183,94613643
6849,98619867,99206553
6850,94654255,94654269
6851,94026542,94322503
6852,94059807,94152731
6853,98751939,98751951
6854,94653821,94653819
6855,94186440,94648557
6856,94170131,94648557
6857,97713942,94683771
6858,94669105,16142216
6859,94492450,98772327
6860,94048575,94605189
6861,94152728,94330815
6862,94676189,94855278
6863,94187410,94621528
6864,94435940,98642515
6865,94322503,96574386
6866,98627047,99228500
6867,94504542,98748578
6868,94300571,97740379
6869,94003168,94372607
6870,94462546,94462541
6871,94503517,94676189
6872,94331503,94492657
6873,94519461,99255697
6874,94669104,16142216
6875,94469137,96576418
6876,94184649,98734847
6877,96566262,96566256
6878,94407928,94749782
6879,94002272,94334440
6880,94211142,99363541
6881,94509754,94509571
6882,94174540,94193982
6883,94039968,94823359
6884,94498398,98774736
6885,94654272,94654271
6886,94419256,98743038
6887,94194702,94492434
6888,94514688,109216742
6889,53426609,96576418
6890,94048575,94648557
6891,94435940,98800462
6892,94556468,96576418
6893,94329253,94500456
6894,96573736,32688195
6895,84370891,98734847
6896,94299047,94429903
6897,94348441,99226590
6898,94318979,94610653
6899,94443605,96576418
6900,98744467,98744555
6901,94186440,94610653
6902,94503923,94503635
6903,94361886,94653111
6904,94197678,94197676
6905,96285921,94116196
6906,98752607,94762937
6907,94048575,94634448
6908,94532524,96566617
6909,94197653,94334060
6910,94530846,96566241
6911,94009130,94355493
6912,94474183,94615360
6913,94206002,94335741
6914,94453562,94665929
6915,94298079,94527778
6916,94008636,94131626
6917,94538582,94671185
6918,94074327,94367886
6919,94619297,94615360
6920,94431193,96576418
6921,94555387,96576418
6922,94453841,94683899
6923,94504551,98643773
6924,94013718,94299892
6925,94671179,98643161
6926,94503517,98609652
6927,94035621,94613643
6928,98743028,98749005
6929,94420111,98744467
6930,94492530,94670962
6931,94056648,94199271
6932,94074327,94770627
6933,94495234,96566924
6934,94365931,98751916
6935,94504604,98752271
6936,94409971,98756741
6937,94333810,94501827
6938,96574386,98788299
6939,94187410,94648557
6940,94533578,63581927
6941,94484515,98740579
6942,94187410,98734847
6943,94319548,94621528
6944,98740579,98740569
6945,94132978,94381422
6946,94469413,94634448
6947,94672569,94672399
6948,94492655,98772327
6949,94517556,96574386
6950,94332593,94502530
6951,94187691,94476776
6952,94677918,94677911
6953,94229008,94621528
6954,96459848,94498579
6955,94504743,98745720
6956,94653823,94653822
6957,96566620,96566618
6958,94194353,94500456
6959,94118195,94429903
6960,94365618,94855278
6961,94047163,94621528
6962,94060050,94584425
6963,94133294,94331687
6964,17199755,94669716
6965,94193088,94199108
6966,94047163,94640561
6967,94195090,94194946
6968,94174196,94621528
6969,94192366,94493849
6970,94453559,99363541
6971,94834393,94710093
6972,94196497,94503517
6973,94497680,98752271
6974,94217373,94217370
6975,94497881,98744932
6976,94676189,98755944
6977,98495065,99230251
6978,94372683,94654272
6979,94533465,99363541
6980,94530422,32688195
6981,94114757,94648557
6982,96566241,98648381
6983,94324993,96564456
6984,94498899,98751668
6985,94531039,96566275
6986,94332802,94498636
6987,94064945,96463835
6988,94497881,94662189
6989,94496910,94671576
6990,94116197,94561090
6991,96545938,98740569
6992,94493850,94493849
6993,94332305,94532524
6994,94299108,99363541
6995,94624270,94621528
6996,98705912,99246334
6997,94174764,94655507
6998,94084019,55089960
6999,94121099,94375436
7000,94186348,94610653
7001,94420111,98751951
7002,94443923,42973228
7003,94061107,96465071
7004,94332322,94559242
7005,94515663,94515711
7006,94552029,97228962
7007,94381422,103531928
7008,94492235,94662189
7009,94060698,96455014
7010,94439733,96576418
7011,93992163,94652970
7012,94108117,94107796
7013,94192349,94348441
7014,28389815,94197693
7015,94057651,96464779
7016,94056667,94532526
7017,94492470,98609660
7018,94676186,32688195
7019,94107796,94194702
7020,94373752,96576418
7021,94532526,94532524
7022,94197693,39254182
7023,94063029,94199550
7024,32892107,94469417
7025,94590862,94671428
7026,94755962,94766881
7027,94047184,94648557
7028,94197691,39254182
7029,94029104,94174202
7030,94420947,98604431
7031,94318979,94648557
7032,94133353,94133351
7033,94498579,94498576
7034,115070768,99396476
7035,94064109,94334467
7036,94074334,94367886
7037,94325826,94621528
7038,94060320,94108117
7039,94198080,94333810
7040,94119295,94119288
7041,96550001,98648062
7042,94398091,94665929
7043,94303368,94378443
7044,94074553,94207579
7045,94487269,94823359
7046,94539856,94671571
7047,94133318,94336908
7048,94058425,94198056
7049,94476022,94634448
7050,94199854,94199851
7051,94199877,94332802
7052,94056656,94640561
7053,96577304,96576418
7054,94452952,96576418
7055,94216228,94460551
7056,94493855,94671571
7057,94377620,96549984
7058,94144492,98742689
7059,94334467,84866474
7060,94499245,94669105
7061,94197645,94504553
7062,26621682,94665523
7063,94487269,99363541
7064,94139366,94788612
7065,94184658,94184649
7066,94193985,94539856
7067,98618199,94683332
7068,94492657,98749005
7069,94161334,94610653
7070,94034366,94184312
7071,94207564,94335919
7072,94009350,94444096
7073,94440691,94440687
7074,94532524,94835102
7075,94197665,94197663
7076,94061412,94495675
7077,94484632,99363541
7078,94330585,96574386
7079,94111118,94211142
7080,94333107,94497881
7081,94174540,94174202
7082,94074334,96285921
7083,94119403,94781864
7084,94325826,94610653
7085,94199668,94199662
7086,94334458,94590862
7087,94517721,94517556
7088,94058425,96461410
7089,94515663,94755962
7090,94140899,94565304
7091,94462546,94663522
7092,94306654,94454217
7093,94133351,94331206
7094,93998407,94332046
7095,94497343,98749295
7096,94131626,94381422
7097,94211081,94453841
7098,94498327,100604149
7099,94193064,94377640
7100,94469413,94615360
7101,94318979,94621528
7102,94569971,94569786
7103,94333471,94533465
7104,94156691,94453841
7105,94291177,98616628
7106,93990115,94132978
7107,94497145,98751928
7108,94434856,96576418
7109,94129523,96541462
7110,94439487,96576418
7111,94314745,94621528
7112,94605716,94605189
7113,94654488,98743028
7114,94495834,98802360
7115,94652965,94680218
7116,94641123,94640561
7117,94497346,96566248
7118,94654488,98643161
7119,94336466,99209452
7120,94515715,94766883
7121,94194946,94334055
7122,94158144,94621528
7123,94419701,98742689
7124,94047184,94621528
7125,94561998,96574386
7126,94134142,94331206
7127,94543098,94750971
7128,94217196,94668707
7129,94431004,96576418
7130,94653855,96576418
7131,94048575,94640561
7132,94732372,99220973
7133,94062021,94495234
7134,94330815,94497352
7135,94199881,94199877
7136,94217403,94217390
7137,94490656,96566230
7138,94196810,94196507
7139,94195905,94195902
7140,94038072,94301125
7141,94527778,99258608
7142,94074553,94367886
7143,94365675,98624058
7144,94365934,94365931
7145,94122982,94133119
7146,93990407,94578162
7147,94182601,94176747
7148,94676186,98789180
7149,94164794,94454217
7150,94062430,96465071
7151,94196474,94333107
7152,94499704,94672573
7153,98620149,98748975
7154,94515652,96571375
7155,55089967,99273906
7156,98742584,94683776
7157,94194732,94194725
7158,94333808,94498319
7159,94335932,94515652
7160,94462549,94462541
7161,94669112,94752341
7162,94040745,94640561
7163,94676189,98751939
7164,94393504,96576418
7165,94653111,94653109
7166,94064934,94133297
7167,94217390,94348441
7168,94434994,96576418
7169,96498264,98696644
7170,98751951,98752256
7171,94116197,98759673
7172,94509751,94509571
7173,94671571,94671439
7174,96566021,94672569
7175,94672573,98743234
7176,94199288,94199285
7177,94029409,94615360
7178,94663522,43287691
7179,94332322,94332321
7180,94492460,94492456
7181,94634047,94628333
7182,94499235,94665523
7183,94174755,94174202
7184,94332791,94365931
7185,94074328,96285921
7186,94631354,94628333
7187,94498581,98755950
7188,96549984,94751161
7189,94559260,98756748
7190,94199877,94588335
7191,17199755,98789180
7192,94047184,94634448
7193,94122982,94122665
7194,94059086,96459848
7195,94498567,94498398
7196,93996828,94119295
7197,94671433,94671428
7198,26621682,94653821
7199,94672934,94770621
7200,94003186,94334467
7201,94460555,94460551
7202,94196474,94332791
7203,94198056,94198054
7204,94047184,94615360
7205,94159949,94192349
7206,94333457,94365618
7207,98751916,98751928
7208,94476022,94648557
7209,32892107,94769285
7210,94335919,94514322
7211,94300571,99363541
7212,94823359,99220973
7213,94140899,94140891
7214,94062498,96461400
7215,94671576,98620149
7216,94855278,98748578
7217,94504553,94712708
7218,94322503,94374003
7219,94473628,96576418
7220,94653404,98619867
7221,94557198,63581927
7222,94056905,94197648
7223,94160538,94723368
7224,94654271,98623027
7225,94156710,94621528
7226,94159966,94610653
7227,94134164,94331506
7228,55089960,94591240
7229,94605714,94605189
7230,94065482,94133353
7231,94073376,94160538
7232,94650066,94648557
7233,93990115,94174202
7234,94633288,94628333
7235,94653821,96571351
7236,191394867,191394860
7237,17289448,191134943
7238,190039046,190433003
7239,35740147,160966991
7240,191390809,190999088
7241,191185481,191185474
7242,189802903,190044336
7243,190481160,190830732
7244,191118828,191638905
7245,189985136,191185492
7246,190829153,84593745
7247,55430019,190450671
7248,11792856,190447281
7249,190082215,190433003
7250,191460636,8784327
7251,190432652,190845082
7252,190024592,23707413
7253,191123730,32874531
7254,190446575,71439409
7255,828482,191192940
7256,190038835,190450463
7257,94440553,190444190
7258,191185485,191193728
7259,36179482,160966991
7260,136738101,191118843
7261,191660343,4193420
7262,189982122,191592636
7263,190879040,191119218
7264,191197970,190041723
7265,191390810,190999088
7266,1003609,191160287
7267,190530016,84594609
7268,191705050,191705250
7269,191216743,191216626
7270,191194953,18407726
7271,1134243,192090859
7272,190829145,84593745
7273,191391145,191391115
7274,37589548,190024592
7275,36580616,191392360
7276,190450917,190450822
7277,190826173,190039810
7278,191394868,191394860
7279,191704551,191704587
7280,147154393,47498834
7281,191391115,190043560
7282,146673,191160737
7283,191192944,10545229
